up_count,down_count,ngram,total_count,polar_score,polarity
15,30,왼쪽/NNG,45,0.7260136037696253,Dovish
14,28, 지수/NNG;밑돌/VV,42,0.7260136037696254,Dovish
5,11, 반감/VA,16,0.6600123670632958,Dovish
3,18, 송유/NNG,21,0.24200453458987514,Dovish
9,26, 펀드판매사/NNG,35,0.5026248026097407,Dovish
4,21, 뒤안길/NNG,25,0.27657661095985725,Dovish
9,20, 늑대/NNG,29,0.6534122433926629,Dovish
2,16,걸/VV,18,0.18150340094240633,Dovish
5,19, 라마단/NNG,24,0.38211242303664494,Dovish
28,56, 급제동/NNG,84,0.7260136037696254,Dovish
13,25, 자금사정/NNG;좋/VA;않/VX,38,0.7550541479204105,Dovish
5,20, 국채/NNG;내리/VV,25,0.3630068018848127,Dovish
4,13, 채권시장/NNG;넘/VV,17,0.44677760231976943,Dovish
34,71,비드/NNG,105,0.69533697262443,Dovish
40,81,오퍼/NNG,121,0.7170504728588893,Dovish
13,46,신화/NNG,59,0.4103555151741361,Dovish
6,13, 판도라/NNG,19,0.6701664034796543,Dovish
6,13,투/MAG,19,0.6701664034796543,Dovish
43,86, 발돋움/NNG,129,0.7260136037696253,Dovish
15,33,민감/NNG,48,0.6600123670632958,Dovish
7,21, 일드스프레드/NNG;확대/NNG,28,0.4840090691797503,Dovish
31,76, 토크/NNG,107,0.5922742557067997,Dovish
24,65,모/NNG,89,0.5361331227837235,Dovish
0,20, 금리/NNG;인상/NNG;잠시/MAG;중단/NNG,20,0.0,Dovish
144,279,상가/NNG,423,0.7494333974396133,Dovish
2,14, 지표/NNG;경기/NNG;부진/NNG,16,0.20743245821989298,Dovish
4,21, 가격/NNG;오름/NNG;제한/NNG,25,0.27657661095985725,Dovish
3,15, 불확실성/NNG;빠지/VV,18,0.2904054415078502,Dovish
6,22,구매자/NNG,28,0.3960074202379775,Dovish
4,18, 청정에너지/NNG,22,0.32267271278650017,Dovish
7,14, 둔화/NNG;우려/NNG;fed/NNG;금리/NNG;인상/NNG,21,0.7260136037696254,Dovish
6,12, 둔화/NNG;우려/NNG;금리/NNG;인상/NNG,18,0.7260136037696254,Dovish
5,13, 과연/MAG;금리/NNG;오르/VV,18,0.5584720028997119,Dovish
19,43,살펴보/VV,62,0.6415934172847853,Dovish
11,28,허가/NNG,39,0.5704392601047057,Dovish
11,46,농지/NNG,57,0.34722389745503823,Dovish
2,15,비사업용토지/NNG,17,0.1936036276719001,Dovish
4,22, 판다면/VV,26,0.26400494682531833,Dovish
10,29, 다운계약서/NNG,39,0.5006990370825003,Dovish
4,19, 겉잡/VV,23,0.30568993842931597,Dovish
18,35, 후지/NNG,53,0.7467568495916148,Dovish
2,21,후지/NNG,23,0.13828830547992862,Dovish
8,19, 석차/NNG,27,0.6113798768586319,Dovish
8,24, 쉽/VA;하락/NNG,32,0.4840090691797502,Dovish
9,22,맡겨/VV,31,0.5940111303569663,Dovish
37,71,입법/NNG,108,0.7566902349148208,Dovish
12,43, 지표/NNG;경기/NNG;회복/NNG,55,0.4052168951272328,Dovish
18,46, 휘발유/NNG;가격/NNG;급등/NNG,64,0.5681845594718807,Dovish
11,27,프로그램매도/NNG,38,0.5915666401085836,Dovish
24,46,되/XSV,70,0.7575794126291744,Dovish
8,17, 타박/NNG,25,0.6833069211949414,Dovish
6,12,이평/NNG,18,0.7260136037696254,Dovish
3,14, 우회로/NNG,17,0.3111486873298395,Dovish
5,11,구호/NNG,16,0.6600123670632958,Dovish
5,16, 호출/NNG,21,0.4537585023560159,Dovish
11,26, 제약기업/NNG,37,0.614319203189683,Dovish
24,56, 부딪혔/VV,80,0.622297374659679,Dovish
6,24, 휘청대/VV,30,0.3630068018848127,Dovish
11,31, 차입/NNG;비용/NNG;낮/VV,42,0.5152354607397341,Dovish
20,43, 끝남/VV,63,0.6753614918787213,Dovish
7,14, 둔한/VA,21,0.7260136037696254,Dovish
6,12, 인상/NNG;가능성/NNG;작/VA,18,0.7260136037696254,Dovish
33,65,지지율/NNG,98,0.7371830438276197,Dovish
14,50,훨씬/MAG,64,0.40656761811099024,Dovish
30,58,연료/NNG,88,0.7510485556237504,Dovish
7,17,승승장구/NNG,24,0.5978935560455738,Dovish
14,42, 만족감/NNG,56,0.4840090691797503,Dovish
15,41, 들여온/VV,56,0.5312294661728967,Dovish
22,62, 들여와/VV,84,0.5152354607397341,Dovish
48,105, 운영사/NNG,153,0.6637838663036575,Dovish
6,19, 소사/NNG,25,0.458534907643974,Dovish
21,52, 조정회의/NNG,73,0.5863956030446974,Dovish
8,17, 위칭데이/NNG,25,0.6833069211949414,Dovish
4,12,실상/NNG,16,0.4840090691797502,Dovish
55,142,함정/NNG,197,0.562404904328583,Dovish
22,48, 편제/NNG,70,0.6655124701221565,Dovish
8,18, 응변/NNG,26,0.6453454255730003,Dovish
3,15,근본/NNG,18,0.2904054415078502,Dovish
