ngram,total_count,up_count,down_count,polarity_score,polarity
금리/NNG;소폭/MAG;인상/NNG,50,26,16,1.625,Hawkish
완충/NNG,847,408,300,1.36,Hawkish
일러/VV,209,105,75,1.4,Hawkish
락하/NNG,35,22,10,2.2,Hawkish
인플레이션/NNG;우려/NNG;덜/VV,36,19,12,1.5833333333333333,Hawkish
내포/NNG,441,212,149,1.4228187919463087,Hawkish
원지수/NNG,84,38,14,2.7142857142857144,Hawkish
건전화/NNG,563,266,171,1.5555555555555556,Hawkish
완화/NNG;긍정적/VAX,37,23,10,2.3,Hawkish
부동산/NNG;위축/NNG,131,62,46,1.3478260869565217,Hawkish
구매력/NNG;저하/NNG,28,14,9,1.5555555555555556,Hawkish
지분법/NNG,31,17,7,2.4285714285714284,Hawkish
전영역/NNG,54,31,14,2.2142857142857144,Hawkish
확고히/MAG,381,188,141,1.3333333333333333,Hawkish
행지/NNG,278,270,2,135.0,Hawkish
물가/NNG;인상/NNG;압력/NNG,30,18,9,2.0,Hawkish
단기/NNG;급등/NNG;부담/NNG,228,115,73,1.5753424657534247,Hawkish
인플레이션/NNG;부담/NNG,250,133,89,1.4943820224719102,Hawkish
안정/NNG;강세/NNG,31,21,7,3.0,Hawkish
재수출/NNG,28,17,7,2.4285714285714284,Hawkish
은행/NNG;대출/NNG;억제/NNG,43,27,8,3.375,Hawkish
대출/NNG;금리/NNG;인상/NNG,556,269,166,1.6204819277108433,Hawkish
매물대/NNG,117,71,33,2.1515151515151514,Hawkish
지속성/NNG,701,358,220,1.6272727272727272,Hawkish
간접투자시장/NNG,71,40,28,1.4285714285714286,Hawkish
합/NNG,485,271,158,1.7151898734177216,Hawkish
병사/NNG,235,102,70,1.457142857142857,Hawkish
전용상품/NNG,364,174,133,1.3082706766917294,Hawkish
아빠/NNG,342,155,119,1.3025210084033614,Hawkish
기업분석/NNG,153,108,41,2.6341463414634148,Hawkish
우량등급/NNG,2243,1313,653,2.0107197549770293,Hawkish
만능/NNG,109,55,35,1.5714285714285714,Hawkish
맬/VV,37,19,12,1.5833333333333333,Hawkish
생산요소/NNG,69,37,21,1.7619047619047619,Hawkish
임시직/NNG,213,128,58,2.206896551724138,Hawkish
잠재/NNG;성장률/NNG;오르/VV,51,22,14,1.5714285714285714,Hawkish
생산성/NNG;떨어/VV,40,22,11,2.0,Hawkish
생산성/NNG;오르/VV,45,23,17,1.3529411764705883,Hawkish
성장/NNG;오르/VV,35,20,10,2.0,Hawkish
구설수/NNG,44,20,11,1.8181818181818181,Hawkish
굳히/VV,173,75,56,1.3392857142857142,Hawkish
gdp/NNG;성장률/NNG;증가/NNG,32,16,10,1.6,Hawkish
입세/NNG,44,38,3,12.666666666666666,Hawkish
유입액/NNG,238,121,73,1.6575342465753424,Hawkish
들어왔으나/VV,15,8,5,1.6,Hawkish
뚜렷히/MAG,37,20,9,2.2222222222222223,Hawkish
경기/NNG;회복/NNG;기대/NNG;높/VA,126,63,42,1.5,Hawkish
채권시장/NNG;금리/NNG;하락/NNG,136,71,44,1.6136363636363635,Hawkish
잠재성장력/NNG,55,30,15,2.0,Hawkish
그러/NNG,1119,698,302,2.3112582781456954,Hawkish
제조업/NNG;생산/NNG;증가/NNG,54,25,14,1.7857142857142858,Hawkish
바람직/NNG;금리/NNG;인상/NNG,23,9,5,1.8,Hawkish
성장/NNG;전망/NNG;상향/NNG,43,23,14,1.6428571428571428,Hawkish
좋/VA;경기/NNG;회복/NNG,23,14,6,2.3333333333333335,Hawkish
gdp/NNG;상향/NNG,39,22,9,2.4444444444444446,Hawkish
소폭/MAG;금리/NNG;상승/NNG,31,26,5,5.2,Hawkish
경제/NNG;악순환/NNG,22,12,8,1.5,Hawkish
교역조건/NNG,685,316,218,1.4495412844036697,Hawkish
전망/NNG;높/VV,124,59,43,1.372093023255814,Hawkish
투기성/NNG,500,232,178,1.303370786516854,Hawkish
고속/NNG;성장/NNG,257,116,80,1.45,Hawkish
높/VA;인상/NNG,100,45,30,1.5,Hawkish
도취/NNG,57,25,19,1.3157894736842106,Hawkish
전미부동산협회/NNG,54,34,10,3.4,Hawkish
동일인/NNG,123,60,41,1.4634146341463414,Hawkish
산업활동/NNG,1985,1051,620,1.6951612903225806,Hawkish
채권시장/NNG;우호적/VAX;않/VX,36,19,12,1.5833333333333333,Hawkish
채권시장/NNG;경계/NNG,46,28,9,3.111111111111111,Hawkish
요약/NNG,1968,1338,443,3.020316027088036,Hawkish
조급/NNG,142,63,48,1.3125,Hawkish
설비/NNG;투자/NNG;확대/NNG,127,59,40,1.475,Hawkish
민간/NNG;소비/NNG;증가/NNG,161,79,50,1.58,Hawkish
건설/NNG;부진/NNG,48,25,16,1.5625,Hawkish
문제지/NNG,36,21,6,3.5,Hawkish
금리/NNG;인상/NNG;경기/NNG;회복/NNG,151,70,48,1.4583333333333333,Hawkish
무반응/NNG,19,10,6,1.6666666666666667,Hawkish
괴리/NNG,1379,700,443,1.580135440180587,Hawkish
지수/NNG;부진/NNG,96,40,26,1.5384615384615385,Hawkish
회복/NNG;추세/NNG,426,210,127,1.6535433070866141,Hawkish
소비/NNG;좋/VA,34,17,11,1.5454545454545454,Hawkish
바젤/NNG,1069,624,292,2.136986301369863,Hawkish
해지율/NNG,53,26,17,1.5294117647058822,Hawkish
변형/NNG,650,589,31,19.0,Hawkish
수령액/NNG,176,92,58,1.5862068965517242,Hawkish
에서/NNG,1136,1011,89,11.359550561797754,Hawkish
금리/NNG;인플레이션/NNG;우려/NNG,18,11,4,2.75,Hawkish
인플레이션/NNG;우려/NNG;없/VA,38,20,8,2.5,Hawkish
경제/NNG;완만/NNG;성장/NNG,174,87,61,1.4262295081967213,Hawkish
위험/NNG;오르/VV,24,15,6,2.5,Hawkish
집중도/NNG,156,75,54,1.3888888888888888,Hawkish
수요/NNG;늘/VV;않/VX,30,14,8,1.75,Hawkish
결식/NNG,29,14,10,1.4,Hawkish
관세화유예/NNG,29,15,10,1.5,Hawkish
접견실/NNG,151,86,37,2.324324324324324,Hawkish
텔/NNG,605,337,185,1.8216216216216217,Hawkish
산자부/NNG,270,158,96,1.6458333333333333,Hawkish
신제품/NNG,591,267,198,1.3484848484848484,Hawkish
개막식/NNG,305,138,103,1.3398058252427185,Hawkish
봬/VV,63,32,21,1.5238095238095237,Hawkish
어촌/NNG,63,24,15,1.6,Hawkish
거래계약서/NNG,16,10,3,3.3333333333333335,Hawkish
흥/MAG,38,21,15,1.4,Hawkish
행자/NNG,188,106,65,1.6307692307692307,Hawkish
개회식/NNG,184,84,46,1.826086956521739,Hawkish
과기/NNG,127,76,41,1.853658536585366,Hawkish
산자/NNG,75,46,25,1.84,Hawkish
교/NNG,280,132,101,1.306930693069307,Hawkish
예결위/NNG,229,113,75,1.5066666666666666,Hawkish
자매결연/NNG,52,19,11,1.7272727272727273,Hawkish
개원식/NNG,39,25,9,2.7777777777777777,Hawkish
특강/NNG,425,188,138,1.3623188405797102,Hawkish
고법/NNG,465,221,166,1.3313253012048192,Hawkish
가요제/NNG,17,9,4,2.25,Hawkish
취재/NNG,268,124,94,1.3191489361702127,Hawkish
희귀/NNG,80,35,26,1.3461538461538463,Hawkish
난치성/NNG,28,14,9,1.5555555555555556,Hawkish
빔/NNG,43,16,9,1.7777777777777777,Hawkish
감사원장/NNG,92,48,29,1.6551724137931034,Hawkish
전시회/NNG,302,142,102,1.392156862745098,Hawkish
월동/NNG,46,38,7,5.428571428571429,Hawkish
담화문/NNG,46,21,15,1.4,Hawkish
결/VV,28,16,7,2.2857142857142856,Hawkish
판매업/NNG,52,28,16,1.75,Hawkish
편집장/NNG,47,22,16,1.375,Hawkish
당지/NNG,19,18,0,inf,Hawkish
계통/NNG,258,233,14,16.642857142857142,Hawkish
아프간/NNG,412,246,75,3.28,Hawkish
스승/NNG,84,49,17,2.8823529411764706,Hawkish
언론계/NNG,43,23,14,1.6428571428571428,Hawkish
기념관/NNG,221,115,77,1.4935064935064934,Hawkish
민주화/NNG,385,182,117,1.5555555555555556,Hawkish
티타임/NNG,58,34,15,2.2666666666666666,Hawkish
경제정책조정회의/NNG,187,91,65,1.4,Hawkish
전달식/NNG,32,16,10,1.6,Hawkish
앞장선다/VV,19,9,4,2.25,Hawkish
수산/NNG,644,284,202,1.4059405940594059,Hawkish
한마음/NNG,50,21,16,1.3125,Hawkish
져/XSV,31,17,9,1.8888888888888888,Hawkish
안신/NNG,16,8,6,1.3333333333333333,Hawkish
주대/NNG,178,165,8,20.625,Hawkish
듬뿍/MAG,28,15,6,2.5,Hawkish
용/NNG,242,133,79,1.6835443037974684,Hawkish
플러스/NNG;전환/NNG,427,215,128,1.6796875,Hawkish
채권투자/NNG,5296,3107,1512,2.05489417989418,Hawkish
공사채/NNG,3574,2594,627,4.137161084529506,Hawkish
채등/NNG,36,21,13,1.6153846153846154,Hawkish
월등/MAG,142,73,55,1.3272727272727274,Hawkish
주관적/VAX,86,44,30,1.4666666666666666,Hawkish
자산/NNG;최대/NNG,23,11,5,2.2,Hawkish
잠재/NNG;성장/NNG,92,50,22,2.272727272727273,Hawkish
예상/NNG;상향/NNG,74,33,24,1.375,Hawkish
거느린/VV,57,27,15,1.8,Hawkish
초과분/NNG,177,81,60,1.35,Hawkish
강제매각/NNG,17,10,5,2.0,Hawkish
행/NNG,472,327,91,3.5934065934065935,Hawkish
냉동/NNG,129,58,43,1.3488372093023255,Hawkish
납골당/NNG,22,11,7,1.5714285714285714,Hawkish
심포/NNG,57,26,16,1.625,Hawkish
지움/VV,123,62,33,1.878787878787879,Hawkish
불안/NNG;조짐/NNG,161,82,51,1.607843137254902,Hawkish
심각/NNG;위험/NNG,68,33,18,1.8333333333333333,Hawkish
든든히/MAG,25,13,4,3.25,Hawkish
붙잡/VV,232,106,80,1.325,Hawkish
대주주/NNG,1912,893,662,1.348942598187311,Hawkish
식수/NNG,90,68,17,4.0,Hawkish
수탁액/NNG,87,55,23,2.391304347826087,Hawkish
판매/NNG;급증/NNG,120,56,40,1.4,Hawkish
굴/NNG,54,29,20,1.45,Hawkish
경제/NNG;인플레이션/NNG;우려/NNG,24,14,8,1.75,Hawkish
인상/NNG;금리/NNG;오르/VV,28,16,9,1.7777777777777777,Hawkish
경기/NNG;회복/NNG;우려/NNG,70,34,20,1.7,Hawkish
국고채/NNG;수익률/NNG;낮/VA,41,18,13,1.3846153846153846,Hawkish
금리/NNG;소폭/MAG;하락/NNG,314,152,90,1.6888888888888889,Hawkish
출비/NNG,26,15,7,2.142857142857143,Hawkish
수동/NNG,113,55,42,1.3095238095238095,Hawkish
소비자금융/NNG,381,193,115,1.6782608695652175,Hawkish
탐색/NNG,1004,480,340,1.411764705882353,Hawkish
발행일/NNG,882,573,171,3.3508771929824563,Hawkish
파이낸스/NNG,352,176,119,1.4789915966386555,Hawkish
회수기간/NNG,34,14,10,1.4,Hawkish
투자/NNG;한도/NNG;제한/NNG,24,13,9,1.4444444444444444,Hawkish
발행/NNG;금리/NNG;높/VA,97,49,35,1.4,Hawkish
박스권장/NNG,45,22,11,2.0,Hawkish
채권시장/NNG;가격/NNG;부담/NNG,56,30,15,2.0,Hawkish
금리/NNG;상단/NNG;막/VV,47,27,12,2.25,Hawkish
매도헤지/NNG,105,60,39,1.5384615384615385,Hawkish
조휘/NNG,44,24,13,1.8461538461538463,Hawkish
여세/NNG,82,36,27,1.3333333333333333,Hawkish
여력/NNG;높/VA,97,45,33,1.3636363636363635,Hawkish
민간/NNG;소비/NNG;증가/NNG;확대/NNG,15,8,4,2.0,Hawkish
간발/NNG,72,37,25,1.48,Hawkish
모형/NNG,1003,498,322,1.546583850931677,Hawkish
일시적/VAX;악재/NNG,15,9,5,1.8,Hawkish
재고조정/NNG,300,162,96,1.6875,Hawkish
고용/NNG;여건/NNG;개선/NNG,77,49,21,2.3333333333333335,Hawkish
유가/NNG;불안/NNG,134,86,29,2.9655172413793105,Hawkish
내수/NNG;감소/NNG,41,20,14,1.4285714285714286,Hawkish
장기물/NNG;금리/NNG;하락/NNG,214,96,61,1.5737704918032787,Hawkish
거품/NNG;붕괴/NNG;위험/NNG,23,13,6,2.1666666666666665,Hawkish
공급/NNG;작/VA,45,25,16,1.5625,Hawkish
좁혀질/VV,218,104,69,1.5072463768115942,Hawkish
단기자금/NNG,616,305,224,1.3616071428571428,Hawkish
성숙기/NNG,79,43,18,2.388888888888889,Hawkish
단단/NNG,333,173,84,2.0595238095238093,Hawkish
통/MAG,931,744,128,5.8125,Hawkish
투자자금/NNG;이탈/NNG,76,38,27,1.4074074074074074,Hawkish
부동산협회/NNG,28,17,9,1.8888888888888888,Hawkish
국고채/NNG;금리/NNG;하락/NNG,843,392,288,1.3611111111111112,Hawkish
무리없이/MAG,74,37,25,1.48,Hawkish
의연/NNG,76,44,20,2.2,Hawkish
레아/NNG,36,18,9,2.0,Hawkish
냉방/NNG,38,18,11,1.6363636363636365,Hawkish
쳐/NNG,48,21,15,1.4,Hawkish
원유/NNG;수요/NNG;증가/NNG,117,57,39,1.4615384615384615,Hawkish
무난/NNG,1877,893,596,1.4983221476510067,Hawkish
지표/NNG;금리/NNG;국고채/NNG;수익률/NNG;내리/VV,26,16,4,4.0,Hawkish
순금/NNG,58,30,21,1.4285714285714286,Hawkish
영복/NNG,83,45,25,1.8,Hawkish
대여/NNG,492,248,162,1.5308641975308641,Hawkish
빈번/NNG,445,215,153,1.4052287581699345,Hawkish
차입/NNG;비용/NNG;증가/NNG,21,13,5,2.6,Hawkish
변동성/NNG;증폭/NNG,51,26,15,1.7333333333333334,Hawkish
덴/VV,253,193,38,5.078947368421052,Hawkish
베/VV,97,45,33,1.3636363636363635,Hawkish
인내/NNG,205,95,70,1.3571428571428572,Hawkish
채권시장/NNG;압박/NNG,27,14,8,1.75,Hawkish
플레이션/NNG,182,91,57,1.5964912280701755,Hawkish
장대음봉/NNG,34,19,10,1.9,Hawkish
법칙/NNG,241,129,80,1.6125,Hawkish
진행형/NNG,80,37,26,1.4230769230769231,Hawkish
승전/NNG,38,27,7,3.857142857142857,Hawkish
장수/NNG,304,139,103,1.3495145631067962,Hawkish
조롱/NNG,39,19,13,1.4615384615384615,Hawkish
감속/NNG,491,260,158,1.6455696202531647,Hawkish
엿보/VV,223,103,79,1.3037974683544304,Hawkish
손상/NNG,434,212,146,1.452054794520548,Hawkish
참변/NNG,19,8,6,1.3333333333333333,Hawkish
자못/MAG,18,10,6,1.6666666666666667,Hawkish
유망주/NNG,186,84,64,1.3125,Hawkish
코리안/NNG,92,42,31,1.3548387096774193,Hawkish
리가/NNG,215,175,25,7.0,Hawkish
정부규제/NNG,324,154,114,1.3508771929824561,Hawkish
손익분기점/NNG,191,96,62,1.5483870967741935,Hawkish
금융감독기관/NNG,52,24,16,1.5,Hawkish
주택담보대출/NNG;위험/NNG,41,22,13,1.6923076923076923,Hawkish
주택담보대출/NNG;급증/NNG,166,81,58,1.396551724137931,Hawkish
금융시장/NNG;강세/NNG,31,18,6,3.0,Hawkish
사모사채/NNG,563,267,175,1.5257142857142858,Hawkish
조회공시/NNG,144,82,51,1.607843137254902,Hawkish
쇠/NNG,27,16,9,1.7777777777777777,Hawkish
계열회사/NNG,453,417,26,16.03846153846154,Hawkish
인포메이션/NNG,25,12,8,1.5,Hawkish
볼트/NNG,83,49,25,1.96,Hawkish
차입/NNG;구조/NNG;개선/NNG,15,9,4,2.25,Hawkish
부보/NNG,150,95,24,3.9583333333333335,Hawkish
계년/NNG,82,41,23,1.7826086956521738,Hawkish
증협/NNG,115,56,42,1.3333333333333333,Hawkish
중장기채/NNG,193,97,58,1.6724137931034482,Hawkish
정점/NNG,2536,1224,910,1.3450549450549452,Hawkish
두해/NNG,16,11,5,2.2,Hawkish
거들/VV,342,159,120,1.325,Hawkish
김/NNG,152,79,52,1.5192307692307692,Hawkish
월드/NNG,913,441,313,1.4089456869009584,Hawkish
생산직/NNG,50,25,15,1.6666666666666667,Hawkish
완제품/NNG,96,56,25,2.24,Hawkish
결정변수/NNG,44,22,13,1.6923076923076923,Hawkish
예산/NNG;적자/NNG,66,35,18,1.9444444444444444,Hawkish
링기트/NNG,43,23,16,1.4375,Hawkish
불운/NNG,24,14,7,2.0,Hawkish
집어넣/VV,124,67,42,1.5952380952380953,Hawkish
핵심/NNG;물가/NNG;상승/NNG,27,20,5,4.0,Hawkish
경기/NNG;회복/NNG;자신/NNG,220,112,69,1.6231884057971016,Hawkish
펀더멘털/NNG;좋/VA,86,43,30,1.4333333333333333,Hawkish
발행비중/NNG,487,293,109,2.688073394495413,Hawkish
탔으나/VV,16,9,5,1.8,Hawkish
선네고/NNG,85,44,23,1.9130434782608696,Hawkish
달러채/NNG,782,341,256,1.33203125,Hawkish
채권/NNG;살/VV,97,45,31,1.4516129032258065,Hawkish
표상/NNG,51,22,16,1.375,Hawkish
계/NNG,297,259,22,11.772727272727273,Hawkish
떠들/VV,33,16,12,1.3333333333333333,Hawkish
노/NNG,70,38,15,2.533333333333333,Hawkish
가격/NNG;상승/NNG;막/VV,31,20,11,1.8181818181818181,Hawkish
對北/NNG,158,77,56,1.375,Hawkish
정인/NNG,16,11,4,2.75,Hawkish
태웠/VV,22,11,8,1.375,Hawkish
행담/NNG,35,20,14,1.4285714285714286,Hawkish
남겨둘/VV,59,30,19,1.5789473684210527,Hawkish
도국/NNG,58,45,8,5.625,Hawkish
호시탐탐/NNG,28,14,10,1.4,Hawkish
이평선/NNG;하향/NNG;이탈/NNG,22,11,6,1.8333333333333333,Hawkish
경기/NNG;양호/NNG,70,45,12,3.75,Hawkish
수개/NNG,61,30,19,1.5789473684210527,Hawkish
통화정책/NNG;부양/NNG,37,18,13,1.3846153846153846,Hawkish
전통주/NNG,36,18,13,1.3846153846153846,Hawkish
고르/VA,407,202,137,1.4744525547445255,Hawkish
코드/NNG,449,200,147,1.3605442176870748,Hawkish
외환시장/NNG;개입/NNG;자제/NNG,20,11,6,1.8333333333333333,Hawkish
중상위/NNG,99,50,33,1.5151515151515151,Hawkish
은행채/NNG,11084,8106,2484,3.263285024154589,Hawkish
기환/NNG,45,26,16,1.625,Hawkish
송심/NNG,42,23,15,1.5333333333333334,Hawkish
발행회사/NNG,178,129,35,3.6857142857142855,Hawkish
무주군/NNG,30,15,9,1.6666666666666667,Hawkish
주점/NNG,92,47,25,1.88,Hawkish
동지점/NNG,108,82,20,4.1,Hawkish
社/NNG,606,299,215,1.3906976744186046,Hawkish
집념/NNG,24,10,7,1.4285714285714286,Hawkish
피워/VV,24,13,7,1.8571428571428572,Hawkish
빡빡/NNG,255,126,91,1.3846153846153846,Hawkish
고용없는성장/NNG,94,46,35,1.3142857142857143,Hawkish
oecd/NNG;성장/NNG,28,17,4,4.25,Hawkish
퍼센트/NNG,36,24,4,6.0,Hawkish
수모/NNG,83,42,26,1.6153846153846154,Hawkish
시야/NNG,214,90,69,1.3043478260869565,Hawkish
구식/NNG,24,14,8,1.75,Hawkish
슬럼프/NNG,46,23,17,1.3529411764705883,Hawkish
계절적/VAX;수요/NNG;증가/NNG,25,14,7,2.0,Hawkish
기대/NNG;우세/NNG,35,20,10,2.0,Hawkish
부양책/NNG;제거/NNG,37,27,5,5.4,Hawkish
중장기물/NNG,1407,730,436,1.6743119266055047,Hawkish
가격/NNG;부담/NNG;높/VA,62,29,21,1.380952380952381,Hawkish
테일러준칙/NNG,300,166,92,1.8043478260869565,Hawkish
위기/NNG;피하/VV,30,15,7,2.142857142857143,Hawkish
낮/VA;인상/NNG,56,32,17,1.8823529411764706,Hawkish
바젤협약/NNG,39,22,16,1.375,Hawkish
위험가중치/NNG,227,130,75,1.7333333333333334,Hawkish
보유현금/NNG,236,114,84,1.3571428571428572,Hawkish
인수금액/NNG,192,97,64,1.515625,Hawkish
경상거래/NNG,40,31,5,6.2,Hawkish
머물렀으나/VV,105,62,34,1.8235294117647058,Hawkish
거래주체/NNG,133,120,9,13.333333333333334,Hawkish
외국통/NNG,42,26,13,2.0,Hawkish
은행그룹/NNG,74,36,23,1.565217391304348,Hawkish
부진/NNG;감소/NNG,35,18,11,1.6363636363636365,Hawkish
가트너/NNG,23,12,7,1.7142857142857142,Hawkish
출하량/NNG,171,92,53,1.7358490566037736,Hawkish
톤/NNG,1512,737,545,1.3522935779816514,Hawkish
신규/NNG;주택/NNG;판매/NNG;증가/NNG,40,22,7,3.142857142857143,Hawkish
채권시장/NNG;금리/NNG;인상/NNG,271,130,95,1.368421052631579,Hawkish
에이스/NNG,423,295,70,4.214285714285714,Hawkish
선별적/VAX,950,453,322,1.406832298136646,Hawkish
매수전략/NNG,1370,1173,136,8.625,Hawkish
실적/NNG;전망/NNG;개선/NNG,35,17,12,1.4166666666666667,Hawkish
급락/NNG;위험/NNG,43,24,10,2.4,Hawkish
종합금융회사/NNG,30,18,9,2.0,Hawkish
평균값/NNG,241,129,79,1.6329113924050633,Hawkish
단기/NNG;금리/NNG;오르/VV,207,102,69,1.4782608695652173,Hawkish
수요측면/NNG;물가/NNG;상승/NNG;압력/NNG,86,51,13,3.923076923076923,Hawkish
물가/NNG;상승/NNG;압력/NNG;높/VA,184,97,50,1.94,Hawkish
수요/NNG;압력/NNG,161,102,37,2.7567567567567566,Hawkish
재량/NNG,344,169,117,1.4444444444444444,Hawkish
정복/NNG,60,27,16,1.6875,Hawkish
자기부상열차/NNG,16,10,4,2.5,Hawkish
실용화/NNG,38,17,12,1.4166666666666667,Hawkish
유효경쟁/NNG,469,456,5,91.2,Hawkish
통사/NNG,304,140,98,1.4285714285714286,Hawkish
상표권/NNG,130,84,22,3.8181818181818183,Hawkish
위기/NNG;넘/VV,174,88,63,1.3968253968253967,Hawkish
국영/NNG,1490,953,348,2.7385057471264367,Hawkish
불확실성/NNG;해소/NNG;긍정적/VAX,28,13,9,1.4444444444444444,Hawkish
유적지/NNG,27,14,8,1.75,Hawkish
백제/NNG,36,22,13,1.6923076923076923,Hawkish
교내/NNG,51,27,16,1.6875,Hawkish
왕궁/NNG,20,14,6,2.3333333333333335,Hawkish
양식/NNG,304,144,104,1.3846153846153846,Hawkish
새겨진/VV,21,11,5,2.2,Hawkish
말기/NNG,100,57,26,2.1923076923076925,Hawkish
중수/NNG,64,35,21,1.6666666666666667,Hawkish
찰/NNG,21,12,4,3.0,Hawkish
삼국/NNG,15,10,4,2.5,Hawkish
유물/NNG,53,29,21,1.380952380952381,Hawkish
학설/NNG,15,9,3,3.0,Hawkish
매수의견/NNG,200,105,75,1.4,Hawkish
타이트/NNG,441,220,124,1.7741935483870968,Hawkish
납기/NNG,69,35,23,1.5217391304347827,Hawkish
서비스업/NNG;생산/NNG;증가/NNG,39,19,13,1.4615384615384615,Hawkish
관련자/NNG,499,362,105,3.447619047619048,Hawkish
몸통/NNG,125,54,41,1.3170731707317074,Hawkish
국전/NNG,46,25,17,1.4705882352941178,Hawkish
기공식/NNG,139,72,43,1.6744186046511629,Hawkish
비준/NNG,784,382,283,1.3498233215547704,Hawkish
채권비중/NNG;줄/VV,62,32,20,1.6,Hawkish
신사/NNG,67,40,22,1.8181818181818181,Hawkish
발발/NNG,478,239,166,1.4397590361445782,Hawkish
통화량목표제/NNG,16,8,4,2.0,Hawkish
남겨진/VV,37,18,13,1.3846153846153846,Hawkish
간단히/MAG,141,69,45,1.5333333333333334,Hawkish
취해졌/VV,55,29,21,1.380952380952381,Hawkish
실효세율/NNG,72,43,22,1.9545454545454546,Hawkish
버퍼/NNG,114,74,26,2.8461538461538463,Hawkish
다룬/VV,110,57,37,1.5405405405405406,Hawkish
바랍니다/VV,2555,1911,419,4.5608591885441525,Hawkish
공급측면/NNG;충격/NNG,23,11,8,1.375,Hawkish
근원/NNG;물가/NNG;안정/NNG,18,12,4,3.0,Hawkish
월비/NNG,1060,828,141,5.872340425531915,Hawkish
키워온/VV,24,13,8,1.625,Hawkish
온화/NNG,144,67,46,1.4565217391304348,Hawkish
농축수산물/NNG,949,443,290,1.5275862068965518,Hawkish
작황/NNG,221,107,63,1.6984126984126984,Hawkish
최종재/NNG,62,37,19,1.9473684210526316,Hawkish
완만/NNG;수요측면/NNG;물가/NNG;상승/NNG;압력/NNG,23,18,2,9.0,Hawkish
물가/NNG;상승/NNG;압력/NNG;높/VA;않/VX,48,25,16,1.5625,Hawkish
경기/NNG;선행/NNG;지수/NNG;꺾/VV,30,18,11,1.6363636363636365,Hawkish
농축수산물/NNG;가격/NNG;하락/NNG,27,14,9,1.5555555555555556,Hawkish
산업/NNG;생산/NNG;둔화/NNG,50,24,16,1.5,Hawkish
지표/NNG;완만/NNG;개선/NNG,15,6,4,1.5,Hawkish
수요/NNG;상승/NNG;압력/NNG,18,14,2,7.0,Hawkish
물가/NNG;부담/NNG,276,138,100,1.38,Hawkish
기업/NNG;실적/NNG;모멘텀/NNG,86,45,25,1.8,Hawkish
기대/NNG;작/VA;않/VX,57,34,16,2.125,Hawkish
위축/NNG;우려/NNG,101,54,34,1.588235294117647,Hawkish
묶음/NNG,32,18,8,2.25,Hawkish
재건/NNG,392,191,146,1.3082191780821917,Hawkish
사회보장/NNG,388,199,109,1.8256880733944953,Hawkish
높/VA;경제/NNG;성장/NNG,76,42,22,1.9090909090909092,Hawkish
구조조정/NNG;압력/NNG,29,16,10,1.6,Hawkish
은행/NNG;건전/NNG,18,9,5,1.8,Hawkish
소득/NNG;향상/NNG,32,17,9,1.8888888888888888,Hawkish
쏙/MAG,84,42,25,1.68,Hawkish
무기력/NNG,103,53,34,1.5588235294117647,Hawkish
저렇게/MAG,22,12,9,1.3333333333333333,Hawkish
끌어당기/VV,21,12,6,2.0,Hawkish
낯선/VA,91,56,21,2.6666666666666665,Hawkish
경차관/NNG,28,17,7,2.4285714285714284,Hawkish
연발/NNG,17,11,3,3.6666666666666665,Hawkish
정책/NNG;안정/NNG,25,12,9,1.3333333333333333,Hawkish
이니셜/NNG,73,41,20,2.05,Hawkish
일가/NNG,351,158,116,1.3620689655172413,Hawkish
담겨져/VV,18,10,5,2.0,Hawkish
수요/NNG;양호/NNG,21,15,2,7.5,Hawkish
미덥/VA,52,28,20,1.4,Hawkish
왝더독/NNG,58,31,19,1.631578947368421,Hawkish
여신업무/NNG,81,39,22,1.7727272727272727,Hawkish
조정심리/NNG,281,138,80,1.725,Hawkish
gdp/NNG;성장률/NNG;상향/NNG,49,24,14,1.7142857142857142,Hawkish
경제/NNG;성장률/NNG;상향/NNG,138,76,37,2.054054054054054,Hawkish
원화/NNG;강세/NNG;지지/NNG,19,8,5,1.6,Hawkish
공공요금/NNG,1282,657,428,1.5350467289719627,Hawkish
주택매매/NNG,1096,601,327,1.837920489296636,Hawkish
환율체제/NNG,42,20,14,1.4285714285714286,Hawkish
부가가치세환급/NNG,16,9,3,3.0,Hawkish
기업/NNG;이익/NNG;증가/NNG,214,103,75,1.3733333333333333,Hawkish
부동자금/NNG;흡수/NNG,16,8,6,1.3333333333333333,Hawkish
상저하고/NNG,464,228,162,1.4074074074074074,Hawkish
재자/NNG,37,29,5,5.8,Hawkish
출자총액제한제도/NNG,97,52,35,1.4857142857142858,Hawkish
수요/NNG;물가/NNG;상승/NNG;압력/NNG,52,26,12,2.1666666666666665,Hawkish
유가/NNG;환율/NNG;불안/NNG,15,7,2,3.5,Hawkish
구매력/NNG;개선/NNG,44,25,6,4.166666666666667,Hawkish
공급/NNG;개선/NNG,20,9,5,1.8,Hawkish
화정/NNG,66,41,17,2.411764705882353,Hawkish
바라본다/VV,17,9,4,2.25,Hawkish
모델포트폴리오/NNG,214,138,46,3.0,Hawkish
업종비중/NNG,57,31,15,2.066666666666667,Hawkish
황개/NNG,47,24,16,1.5,Hawkish
경제/NNG;둔화/NNG;우려/NNG,194,96,66,1.4545454545454546,Hawkish
급락/NNG;가능성/NNG;낮/VA,47,32,9,3.5555555555555554,Hawkish
