ngram,total_count,up_count,down_count,polarity_score,polarity
력사/NNG,30,18,6,3.0,Hawkish
진흙/NNG,15,8,3,2.6666666666666665,Hawkish
가격/NNG;상승/NNG;꺾/VV,29,13,8,1.625,Hawkish
최소화/NNG,75,39,22,1.7727272727272727,Hawkish
금융활동/NNG,61,32,17,1.8823529411764706,Hawkish
순응성/NNG,40,22,9,2.4444444444444446,Hawkish
전분/NNG,50,36,7,5.142857142857143,Hawkish
기비/NNG,56,48,5,9.6,Hawkish
동한/NNG,25,15,6,2.5,Hawkish
통화신용정책/NNG;물가/NNG;안정/NNG,18,12,4,3.0,Hawkish
채권/NNG;확대/NNG,33,20,11,1.8181818181818181,Hawkish
긴축/NNG;가능성/NNG;높/VA,17,11,5,2.2,Hawkish
매월/NNG,66,35,21,1.6666666666666667,Hawkish
크로네/NNG,609,409,107,3.822429906542056,Hawkish
매연/NNG,17,11,5,2.2,Hawkish
선구자/NNG,30,16,7,2.2857142857142856,Hawkish
옥외/NNG,59,29,20,1.45,Hawkish
수익/NNG;악영향/NNG,20,12,4,3.0,Hawkish
외평채/NNG;스프레드/NNG;오르/VV,27,15,6,2.5,Hawkish
항셍/NNG,398,323,51,6.333333333333333,Hawkish
펀더멘털/NNG;부정적/VAX,18,12,3,4.0,Hawkish
관용/NNG,53,27,14,1.9285714285714286,Hawkish
기업/NNG;신용등급/NNG;하락/NNG,32,20,4,5.0,Hawkish
디지털경제/NNG,18,4,2,2.0,Hawkish
한약재/NNG,34,18,7,2.5714285714285716,Hawkish
대상지/NNG,39,16,10,1.6,Hawkish
지표/NNG;고점/NNG,17,8,6,1.3333333333333333,Hawkish
저금통/NNG,35,19,12,1.5833333333333333,Hawkish
통화/NNG;강세/NNG;압력/NNG,17,8,6,1.3333333333333333,Hawkish
재인/NNG,130,117,8,14.625,Hawkish
담화/NNG,333,176,117,1.5042735042735043,Hawkish
젠더/NNG,19,11,4,2.75,Hawkish
란트/NNG,34,15,10,1.5,Hawkish
지수전/NNG,35,28,6,4.666666666666667,Hawkish
망치/NNG,163,126,28,4.5,Hawkish
신흥국/NNG;수요/NNG;증가/NNG,30,16,8,2.0,Hawkish
단기물/NNG;부담/NNG,68,34,22,1.5454545454545454,Hawkish
으로/NNG,93,80,9,8.88888888888889,Hawkish
경제/NNG;성장/NNG;걸림돌/NNG,32,16,8,2.0,Hawkish
패전/NNG,19,11,5,2.2,Hawkish
개살구/NNG,36,17,12,1.4166666666666667,Hawkish
신용등급/NNG;전망/NNG;긍정적/VAX;상향/NNG,18,9,5,1.8,Hawkish
부동산/NNG;가격/NNG;상승/NNG;둔화/NNG,31,22,5,4.4,Hawkish
불안/NNG;가능성/NNG;높/VA,15,8,4,2.0,Hawkish
애프터/NNG,21,13,3,4.333333333333333,Hawkish
약/VA,22,15,3,5.0,Hawkish
상향/NNG;가능성/NNG;높/VA,21,16,4,4.0,Hawkish
예상밖/NNG;급증/NNG,19,7,5,1.4,Hawkish
환보/NNG,35,23,10,2.3,Hawkish
경제/NNG;회복/NNG;찬물/NNG,33,19,9,2.111111111111111,Hawkish
금리/NNG;시장/NNG;금리/NNG;상승/NNG,27,17,6,2.8333333333333335,Hawkish
이머징채권/NNG,171,90,58,1.5517241379310345,Hawkish
완벽히/MAG,63,31,19,1.631578947368421,Hawkish
계륵/NNG,36,23,8,2.875,Hawkish
예산편성지침/NNG,28,15,10,1.5,Hawkish
전망/NNG;불확실성/NNG;해소/NNG,16,8,5,1.6,Hawkish
금리/NNG;대출/NNG;금리/NNG;상향/NNG,27,14,3,4.666666666666667,Hawkish
금리/NNG;더이상/MAG;내리/VV,17,9,5,1.8,Hawkish
밀린다면/VV,35,15,10,1.5,Hawkish
금리/NNG;단기/NNG;하락/NNG,29,14,10,1.4,Hawkish
투자/NNG;거품/NNG,15,9,3,3.0,Hawkish
단기/NNG;악재/NNG;그치/VV,25,13,7,1.8571428571428572,Hawkish
비켜간/VV,23,11,7,1.5714285714285714,Hawkish
불태화/NNG,110,42,26,1.6153846153846154,Hawkish
막대/NNG;경상/NNG;흑자/NNG,19,10,7,1.4285714285714286,Hawkish
유동성/NNG;억제/NNG,74,41,19,2.1578947368421053,Hawkish
전비/NNG,1056,1042,9,115.77777777777777,Hawkish
유통가격/NNG,41,17,12,1.4166666666666667,Hawkish
만지/VV,34,18,11,1.6363636363636365,Hawkish
강해져서/VA,20,6,4,1.5,Hawkish
가격/NNG;타격/NNG,25,14,5,2.8,Hawkish
수요/NNG;감소/NNG;우려/NNG,131,68,45,1.511111111111111,Hawkish
원자재/NNG;수요/NNG;감소/NNG,60,31,20,1.55,Hawkish
수익성/NNG;부진/NNG,43,21,16,1.3125,Hawkish
절상/NNG;압력/NNG;높/VV,21,10,4,2.5,Hawkish
우려/NNG;가격/NNG;하락/NNG,16,8,5,1.6,Hawkish
예상/NNG;못하/VX;금리/NNG;인상/NNG,30,24,0,inf,Hawkish
시중/NNG;유동성/NNG;줄/VV,57,27,18,1.5,Hawkish
전미경제학회/NNG,45,23,13,1.7692307692307692,Hawkish
틀렸/VA,15,6,3,2.0,Hawkish
향연/NNG,33,19,9,2.111111111111111,Hawkish
의전/NNG,40,23,11,2.090909090909091,Hawkish
경제/NNG;지표/NNG;예상/NNG;하회/NNG,32,12,8,1.5,Hawkish
억제력/NNG,25,15,8,1.875,Hawkish
대행업/NNG,19,8,4,2.0,Hawkish
해외/NNG;수주/NNG;모멘텀/NNG,21,10,4,2.5,Hawkish
비용/NNG;통제/NNG,49,24,14,1.7142857142857142,Hawkish
침체/NNG;금리/NNG;인상/NNG,15,10,3,3.3333333333333335,Hawkish
단주/NNG,24,21,0,inf,Hawkish
물가/NNG;높/VA;상승/NNG,15,9,5,1.8,Hawkish
판매/NNG;실적/NNG;오르/VV,33,17,12,1.4166666666666667,Hawkish
유동성/NNG;부담/NNG,30,16,7,2.2857142857142856,Hawkish
경영/NNG;실적/NNG;악화/NNG,15,8,5,1.6,Hawkish
지수/NNG;fed/NNG;금리/NNG;인상/NNG,45,23,8,2.875,Hawkish
긴축/NNG;종결/NNG,16,11,3,3.6666666666666665,Hawkish
백조/NNG,53,24,17,1.411764705882353,Hawkish
경제정책/NNG;금리/NNG;인상/NNG,16,8,4,2.0,Hawkish
房/NNG,20,11,4,2.75,Hawkish
성공급/NNG,220,152,50,3.04,Hawkish
위탁수수료/NNG,49,21,15,1.4,Hawkish
대부업시장/NNG,149,66,47,1.4042553191489362,Hawkish
사채업/NNG,33,20,9,2.2222222222222223,Hawkish
이익/NNG;넘/VV,17,8,6,1.3333333333333333,Hawkish
물량/NNG;부담/NNG;하락/NNG,17,10,3,3.3333333333333335,Hawkish
다비/NNG,42,16,10,1.6,Hawkish
금리/NNG;상승/NNG;줄/VV,61,29,19,1.5263157894736843,Hawkish
소비자/NNG;선호/NNG,26,14,8,1.75,Hawkish
원달러/NNG;하락/NNG;제한/NNG,28,12,9,1.3333333333333333,Hawkish
경제/NNG;지표/NNG;약하/VA,33,18,6,3.0,Hawkish
외쳐/VV,16,8,6,1.3333333333333333,Hawkish
민간/NNG;부채/NNG;부담/NNG,18,11,2,5.5,Hawkish
부채/NNG;부담/NNG;증가/NNG,42,19,11,1.7272727272727273,Hawkish
금융자산/NNG;증가/NNG,23,13,8,1.625,Hawkish
높/VA;가격/NNG;부담/NNG,29,14,9,1.5555555555555556,Hawkish
화장/NNG,71,40,20,2.0,Hawkish
공원화/NNG,21,12,5,2.4,Hawkish
통주/NNG,26,18,6,3.0,Hawkish
수출관세/NNG,23,13,6,2.1666666666666665,Hawkish
도와/NNG,27,13,9,1.4444444444444444,Hawkish
외화/NNG;유동성/NNG;양호/NNG,21,8,6,1.3333333333333333,Hawkish
외화예금/NNG;증가/NNG,18,8,3,2.6666666666666665,Hawkish
정책/NNG;후퇴/NNG,20,8,5,1.6,Hawkish
납입면제/NNG,18,8,6,1.3333333333333333,Hawkish
아시아이머징/NNG,99,56,26,2.1538461538461537,Hawkish
투자/NNG;규제/NNG;강화/NNG,29,16,11,1.4545454545454546,Hawkish
유쾌/NNG,45,21,11,1.9090909090909092,Hawkish
외부/NNG;압력/NNG,17,8,6,1.3333333333333333,Hawkish
동거/NNG,99,48,29,1.6551724137931034,Hawkish
잠정/NNG;주택/NNG;판매/NNG;지수/NNG;하락/NNG,20,9,5,1.8,Hawkish
주택/NNG;판매/NNG;늘/VV,33,16,6,2.6666666666666665,Hawkish
지표/NNG;시장/NNG;예상/NNG;웃돌/VV,36,19,13,1.4615384615384615,Hawkish
응시자/NNG,47,23,15,1.5333333333333334,Hawkish
달러원/NNG;부담/NNG,20,9,6,1.5,Hawkish
노동/NNG;비용/NNG;하락/NNG,22,16,3,5.333333333333333,Hawkish
금융계정/NNG,69,41,18,2.2777777777777777,Hawkish
휩쓸려/VV,72,35,25,1.4,Hawkish
콤바인/NNG,20,8,1,8.0,Hawkish
경장/NNG,27,11,6,1.8333333333333333,Hawkish
글로벌리/MAG,117,77,25,3.08,Hawkish
리용/NNG,45,19,13,1.4615384615384615,Hawkish
구리광/NNG,23,16,4,4.0,Hawkish
경영/NNG;환경/NNG;개선/NNG,30,13,7,1.8571428571428572,Hawkish
조유/NNG,99,46,26,1.7692307692307692,Hawkish
분신/NNG,35,18,12,1.5,Hawkish
투자주/NNG,89,75,7,10.714285714285714,Hawkish
금리갭/NNG;부담/NNG,16,7,5,1.4,Hawkish
즉석/NNG,25,12,7,1.7142857142857142,Hawkish
지표/NNG;기대/NNG;밑돌/VV,17,6,4,1.5,Hawkish
최고령/NNG,21,12,8,1.5,Hawkish
위문/NNG,58,27,14,1.9285714285714286,Hawkish
전횡/NNG,34,15,11,1.3636363636363635,Hawkish
크라운/NNG,84,46,24,1.9166666666666667,Hawkish
높/VA;강세/NNG,51,26,13,2.0,Hawkish
결정시점/NNG,26,16,8,2.0,Hawkish
대내외/NNG;불확실성/NNG,449,207,157,1.3184713375796178,Hawkish
벌인다는/VV,15,8,5,1.6,Hawkish
타가/XSV,29,19,6,3.1666666666666665,Hawkish
외환시장/NNG;원화/NNG;강세/NNG,30,13,9,1.4444444444444444,Hawkish
외환시장/NNG;오르/VV,17,11,6,1.8333333333333333,Hawkish
인플레이션/NNG;최저/NNG,35,19,11,1.7272727272727273,Hawkish
방전/NNG,27,8,5,1.6,Hawkish
쫓겨나/VV,26,15,8,1.875,Hawkish
향기/NNG,31,15,10,1.5,Hawkish
경제/NNG;회복/NNG;부담/NNG,18,6,4,1.5,Hawkish
단함/NNG,53,50,3,16.666666666666668,Hawkish
지분법이익/NNG;증가/NNG,15,10,4,2.5,Hawkish
고용/NNG;지표/NNG;발표/NNG;금리/NNG;인상/NNG,43,20,9,2.2222222222222223,Hawkish
원달러/NNG;저점/NNG,15,6,3,2.0,Hawkish
경제/NNG;부담/NNG;크/VV,17,7,2,3.5,Hawkish
주식공개/NNG,16,4,1,4.0,Hawkish
캐드/NNG,17,12,3,4.0,Hawkish
과잉/NNG;유동성/NNG;억제/NNG,28,17,8,2.125,Hawkish
대외/NNG;불확실/NNG,18,9,6,1.5,Hawkish
바쿠/NNG,43,29,4,7.25,Hawkish
외파/NNG,54,28,20,1.4,Hawkish
불확실성/NNG;축소/NNG,48,29,12,2.4166666666666665,Hawkish
상하향/NNG,57,36,12,3.0,Hawkish
석방/NNG,315,220,69,3.1884057971014492,Hawkish
쌍방향/NNG,36,20,10,2.0,Hawkish
경제/NNG;압력/NNG,16,7,4,1.75,Hawkish
가부/NNG,37,21,10,2.1,Hawkish
국제/NNG;원자재/NNG;가격/NNG;급등/NNG,82,40,27,1.4814814814814814,Hawkish
소비/NNG;부진/NNG;우려/NNG,35,19,9,2.111111111111111,Hawkish
함축/NNG,41,19,12,1.5833333333333333,Hawkish
달러환/NNG,35,26,7,3.7142857142857144,Hawkish
팔라듐/NNG,112,68,34,2.0,Hawkish
인플레이션/NNG;우려/NNG;점증/NNG,16,10,4,2.5,Hawkish
견실/NNG;증가/NNG,34,21,6,3.5,Hawkish
경조/NNG,26,12,6,2.0,Hawkish
글로벌/NNG;경제/NNG;악영향/NNG,16,7,5,1.4,Hawkish
경제/NNG;지표/NNG;경기/NNG;둔화/NNG,17,7,4,1.75,Hawkish
금리/NNG;인상/NNG;확률/NNG;낮/VA,22,12,8,1.5,Hawkish
ff/NNG;금리/NNG;상향/NNG,15,9,5,1.8,Hawkish
어렵/VA;경기/NNG;둔화/NNG,21,10,6,1.6666666666666667,Hawkish
대출/NNG;상승/NNG,21,10,6,1.6666666666666667,Hawkish
가나/NNG,90,39,26,1.5,Hawkish
포르노/NNG,24,18,3,6.0,Hawkish
미/NNG;금리/NNG;인상/NNG;우려/NNG,102,60,18,3.3333333333333335,Hawkish
다남/NNG,15,11,4,2.75,Hawkish
야산/NNG,17,8,6,1.3333333333333333,Hawkish
투혼/NNG,15,8,6,1.3333333333333333,Hawkish
캐리장/NNG,19,11,5,2.2,Hawkish
금은/NNG,18,10,6,1.6666666666666667,Hawkish
자금사정/NNG;나쁘/VA,31,18,7,2.5714285714285716,Hawkish
화대/NNG,26,19,6,3.1666666666666665,Hawkish
높/VA;물가/NNG;상승/NNG;압력/NNG,45,23,17,1.3529411764705883,Hawkish
고객사랑/NNG,32,16,9,1.7777777777777777,Hawkish
구조/NNG;악화/NNG,29,15,8,1.875,Hawkish
수지/NNG;흑자/NNG;감소/NNG,15,8,2,4.0,Hawkish
채권/NNG;좋/VA,30,16,9,1.7777777777777777,Hawkish
문전성시/NNG,31,11,8,1.375,Hawkish
무역지수/NNG,296,127,82,1.548780487804878,Hawkish
수주산업/NNG,145,104,22,4.7272727272727275,Hawkish
원자재/NNG;수요/NNG;둔화/NNG,18,7,5,1.4,Hawkish
상향/NNG;금리/NNG;인상/NNG,21,12,4,3.0,Hawkish
남동/NNG,195,111,57,1.9473684210526316,Hawkish
원자재/NNG;강세/NNG,35,21,8,2.625,Hawkish
채권/NNG;발행/NNG;감소/NNG,27,14,10,1.4,Hawkish
충분조건/NNG,34,16,11,1.4545454545454546,Hawkish
선호업종/NNG,25,11,5,2.2,Hawkish
졸/NNG,36,19,8,2.375,Hawkish
도입계획/NNG,25,14,5,2.8,Hawkish
글로벌/NNG;수요/NNG;둔화/NNG,79,39,24,1.625,Hawkish
가격/NNG;오르/VV;최대/NNG,22,13,7,1.8571428571428572,Hawkish
녕/NNG,15,7,4,1.75,Hawkish
제한적/VAX;상승/NNG;그치/VV,18,11,4,2.75,Hawkish
급락/NNG;성장/NNG,17,9,6,1.5,Hawkish
우려/NNG;잡/VV,31,17,12,1.4166666666666667,Hawkish
원화/NNG;환율/NNG;떨어/VV,38,20,15,1.3333333333333333,Hawkish
자본비율/NNG;개선/NNG,26,12,9,1.3333333333333333,Hawkish
후진/VA,19,11,6,1.8333333333333333,Hawkish
되/NNG,24,12,8,1.5,Hawkish
금리선물/NNG;시장/NNG;금리/NNG;인상/NNG,31,15,9,1.6666666666666667,Hawkish
하락룸/NNG,179,114,34,3.3529411764705883,Hawkish
작음/NNG,16,12,2,6.0,Hawkish
수출/NNG;안/MAG;좋/VA,21,9,6,1.5,Hawkish
인플레이션/NNG;증가/NNG,32,18,9,2.0,Hawkish
채워진/VV,30,17,9,1.8888888888888888,Hawkish
원자재/NNG;가격/NNG;상승/NNG;인플레이션/NNG;압력/NNG,22,11,4,2.75,Hawkish
미지급/NNG,264,180,57,3.1578947368421053,Hawkish
대외/NNG;여건/NNG;개선/NNG,72,36,25,1.44,Hawkish
임금지표/NNG,37,18,7,2.5714285714285716,Hawkish
던져졌/VV,27,14,10,1.4,Hawkish
어렵/VA;거품/NNG,15,7,4,1.75,Hawkish
인플레이션/NNG;우려/NNG;확대/NNG,18,11,2,5.5,Hawkish
통화/NNG;긴축/NNG;우려/NNG,77,38,28,1.3571428571428572,Hawkish
녹색경영/NNG,30,13,9,1.4444444444444444,Hawkish
몰리/NNG,16,10,1,10.0,Hawkish
우면/NNG,39,25,12,2.0833333333333335,Hawkish
약조/NNG,28,24,2,12.0,Hawkish
물가/NNG;기대/NNG;높/VA,17,8,3,2.6666666666666665,Hawkish
가격/NNG;우려/NNG,31,19,2,9.5,Hawkish
유가/NNG;내림/NNG,22,12,5,2.4,Hawkish
지표/NNG;금리/NNG;인상/NNG;가능성/NNG;높/VV,16,5,3,1.6666666666666667,Hawkish
빨간색/NNG,43,22,14,1.5714285714285714,Hawkish
파란색/NNG,54,37,7,5.285714285714286,Hawkish
특색/NNG,90,42,32,1.3125,Hawkish
조정법/NNG,25,15,9,1.6666666666666667,Hawkish
금리/NNG;인상/NNG;우려/NNG;경기/NNG;둔화/NNG,24,17,6,2.8333333333333335,Hawkish
경착륙/NNG;위험/NNG,49,23,11,2.090909090909091,Hawkish
잔존물/NNG,16,10,2,5.0,Hawkish
펜스/NNG,72,37,23,1.608695652173913,Hawkish
불러들이/VV,28,16,10,1.6,Hawkish
총합/NNG,68,37,18,2.0555555555555554,Hawkish
탁론/NNG,60,30,15,2.0,Hawkish
관료주의/NNG,36,17,13,1.3076923076923077,Hawkish
실적/NNG;예상/NNG;호조/NNG,15,5,3,1.6666666666666667,Hawkish
저평/NNG;축소/NNG,40,25,11,2.272727272727273,Hawkish
무수히/MAG,17,9,5,1.8,Hawkish
가동률/NNG;떨어/VV,18,11,5,2.2,Hawkish
걷어붙이/VV,27,12,8,1.5,Hawkish
경제/NNG;불확실성/NNG;확대/NNG,37,19,13,1.4615384615384615,Hawkish
뵈/VV,52,25,18,1.3888888888888888,Hawkish
지준율/NNG;상향/NNG,72,38,21,1.8095238095238095,Hawkish
해외/NNG;위험/NNG,57,26,18,1.4444444444444444,Hawkish
무라타/NNG,33,14,10,1.4,Hawkish
대출/NNG;규제/NNG;강화/NNG,204,95,67,1.4179104477611941,Hawkish
하락/NNG;경기/NNG;침체/NNG,19,11,7,1.5714285714285714,Hawkish
채이/VV,27,21,3,7.0,Hawkish
실적/NNG;개선/NNG;힘입/VV;상승/NNG,15,11,2,5.5,Hawkish
유로머니/NNG,27,12,6,2.0,Hawkish
의인/NNG,40,31,8,3.875,Hawkish
감춰진/VV,24,12,8,1.5,Hawkish
살펴서/VV,15,9,6,1.5,Hawkish
우려/NNG;경기/NNG;둔화/NNG;우려/NNG,23,14,8,1.75,Hawkish
경기/NNG;불확실성/NNG;우려/NNG,33,19,9,2.111111111111111,Hawkish
수성장/NNG,31,16,9,1.7777777777777777,Hawkish
유료방송/NNG,58,37,15,2.466666666666667,Hawkish
부진/NNG;않/VX,52,25,16,1.5625,Hawkish
타당/MAG,21,12,8,1.5,Hawkish
경의/NNG,16,10,5,2.0,Hawkish
모비/NNG,19,10,4,2.5,Hawkish
우려/NNG;완전히/MAG;해소/NNG,69,39,24,1.625,Hawkish
코자/XSV,45,21,11,1.9090909090909092,Hawkish
국제중재/NNG,37,19,13,1.4615384615384615,Hawkish
비춰졌/VV,24,14,8,1.75,Hawkish
안정성/NNG;떨어/VV,28,16,8,2.0,Hawkish
명신/NNG,28,26,2,13.0,Hawkish
영신/NNG,18,16,2,8.0,Hawkish
금리/NNG;무리/NNG,15,10,3,3.3333333333333335,Hawkish
미리/MAG;자금/NNG;확보/NNG,21,10,6,1.6666666666666667,Hawkish
가계/NNG;대출/NNG;금리/NNG;내리/VV,18,8,3,2.6666666666666665,Hawkish
일시적/VAX;하회/NNG,18,8,5,1.6,Hawkish
선우/NNG,19,10,5,2.0,Hawkish
인플레이션/NNG;가능성/NNG;높/VA,16,11,4,2.75,Hawkish
신났/VV,32,20,7,2.857142857142857,Hawkish
금리/NNG;오르/VV;물가/NNG;상승/NNG,16,8,6,1.3333333333333333,Hawkish
물가/NNG;상승/NNG;잡/VV,23,13,7,1.8571428571428572,Hawkish
선기/NNG,24,16,5,3.2,Hawkish
경제/NNG;경고/NNG,25,12,5,2.4,Hawkish
산사/NNG,18,8,6,1.3333333333333333,Hawkish
채권/NNG;가격/NNG;소폭/MAG;하락/NNG,44,23,11,2.090909090909091,Hawkish
단기/NNG;금리/NNG;낮/VA,48,23,15,1.5333333333333334,Hawkish
콜차입/NNG,265,144,94,1.5319148936170213,Hawkish
포켓/NNG,19,9,5,1.8,Hawkish
어렵/NNG,27,14,8,1.75,Hawkish
경량/NNG,33,10,7,1.4285714285714286,Hawkish
리빙/NNG,25,12,9,1.3333333333333333,Hawkish
지급기/NNG,42,27,12,2.25,Hawkish
꿩/NNG,17,10,4,2.5,Hawkish
우려/NNG;증시/NNG;상승/NNG,16,8,6,1.3333333333333333,Hawkish
신흥시장/NNG;안정/NNG,27,12,8,1.5,Hawkish
부동산/NNG;경기/NNG;꺾/VV,18,9,6,1.5,Hawkish
지방/NNG;공공요금/NNG;인상/NNG,18,12,5,2.4,Hawkish
우려/NNG;작/VV,19,8,5,1.6,Hawkish
무뎌졌/VA,18,14,3,4.666666666666667,Hawkish
내수/NNG;경기/NNG;둔화/NNG,31,17,13,1.3076923076923077,Hawkish
현존/NNG,57,28,21,1.3333333333333333,Hawkish
둔화/NNG;아니/VCN,19,10,7,1.4285714285714286,Hawkish
경기/NNG;모멘텀/NNG;둔화/NNG;우려/NNG,23,13,9,1.4444444444444444,Hawkish
신선식품지수/NNG,57,28,13,2.1538461538461537,Hawkish
오이/NNG,94,69,15,4.6,Hawkish
계량기/NNG,26,13,7,1.8571428571428572,Hawkish
구조재편/NNG,29,15,9,1.6666666666666667,Hawkish
긴축/NNG;우려/NNG;완화/NNG,51,42,2,21.0,Hawkish
국고채/NNG;고점/NNG,24,14,4,3.5,Hawkish
은의/NNG,88,48,29,1.6551724137931034,Hawkish
가르침/NNG,15,9,5,1.8,Hawkish
경제/NNG;힘들/VA,24,15,6,2.5,Hawkish
한법/NNG,26,14,5,2.8,Hawkish
이자/NNG;제한/NNG,29,10,6,1.6666666666666667,Hawkish
급매/NNG,84,41,30,1.3666666666666667,Hawkish
동자/NNG,51,30,7,4.285714285714286,Hawkish
만개/NNG,22,11,6,1.8333333333333333,Hawkish
회사법/NNG,44,21,11,1.9090909090909092,Hawkish
지그재그/MAG,24,13,9,1.4444444444444444,Hawkish
속옷/NNG,45,20,14,1.4285714285714286,Hawkish
대출/NNG;금리/NNG;제한/NNG,16,7,3,2.3333333333333335,Hawkish
불안정성/NNG;크/VV,25,12,9,1.3333333333333333,Hawkish
손익/NNG;악화/NNG,15,8,6,1.3333333333333333,Hawkish
고용시장/NNG;둔화/NNG,42,23,16,1.4375,Hawkish
섹션/NNG,38,16,12,1.3333333333333333,Hawkish
상술/NNG,49,28,14,2.0,Hawkish
인플레이션/NNG;위험/NNG;낮/VA,23,12,8,1.5,Hawkish
부쳐진/VV,15,9,4,2.25,Hawkish
높/VA;금리/NNG;하락/NNG,35,18,11,1.6363636363636365,Hawkish
광산기업/NNG,34,17,13,1.3076923076923077,Hawkish
견차/NNG,17,9,4,2.25,Hawkish
관리지역/NNG,31,19,10,1.9,Hawkish
삼겹살/NNG,108,44,33,1.3333333333333333,Hawkish
전환가/NNG,17,12,5,2.4,Hawkish
드러난다면/VV,18,11,5,2.2,Hawkish
우려/NNG;물가/NNG;상승/NNG,22,13,6,2.1666666666666665,Hawkish
기대/NNG;되돌/VV,24,11,7,1.5714285714285714,Hawkish
트릭/NNG,32,18,10,1.8,Hawkish
수출기업/NNG;실적/NNG;악화/NNG,16,9,3,3.0,Hawkish
주산지/NNG,19,9,2,4.5,Hawkish
내수/NNG;모멘텀/NNG,19,10,7,1.4285714285714286,Hawkish
경제/NNG;침체/NNG;우려/NNG,127,71,39,1.8205128205128205,Hawkish
민속/NNG,45,21,13,1.6153846153846154,Hawkish
구아/NNG,28,9,6,1.5,Hawkish
가상계좌/NNG,44,21,15,1.4,Hawkish
경기/NNG;감속/NNG,43,26,7,3.7142857142857144,Hawkish
성장/NNG;효과/NNG,34,18,13,1.3846153846153846,Hawkish
아군/NNG,21,14,4,3.5,Hawkish
우지/NNG,58,55,1,55.0,Hawkish
산업/NNG;확대/NNG,29,11,8,1.375,Hawkish
중앙값/NNG,164,78,47,1.6595744680851063,Hawkish
한차례/NNG,27,15,10,1.5,Hawkish
담판/NNG,129,55,39,1.4102564102564104,Hawkish
이름값/NNG,66,31,21,1.4761904761904763,Hawkish
서원/NNG,57,24,13,1.8461538461538463,Hawkish
의리/NNG,48,19,13,1.4615384615384615,Hawkish
성북/NNG,112,71,25,2.84,Hawkish
영아/NNG,76,43,17,2.5294117647058822,Hawkish
산파/NNG,21,16,3,5.333333333333333,Hawkish
소비자/NNG;물가/NNG;금리/NNG;인상/NNG,16,7,4,1.75,Hawkish
지정학/NNG;위험/NNG;우려/NNG,59,30,17,1.7647058823529411,Hawkish
예상/NNG;깨/VV;금리/NNG;인상/NNG,35,28,5,5.6,Hawkish
물가/NNG;상승/NNG;압력/NNG;점차/MAG;크/VV,18,11,3,3.6666666666666665,Hawkish
장기물/NNG;확대/NNG,17,9,5,1.8,Hawkish
irs/NNG;상승/NNG,81,33,24,1.375,Hawkish
금리/NNG;인상/NNG;불확실성/NNG;높/VA,23,14,2,7.0,Hawkish
바닥/NNG;알/VV;없/VA,18,11,7,1.5714285714285714,Hawkish
소업/NNG,16,14,1,14.0,Hawkish
물가/NNG;예상/NNG;높/VA,26,11,8,1.375,Hawkish
완만/NNG;경기/NNG;둔화/NNG,26,19,6,3.1666666666666665,Hawkish
기대/NNG;풀/NNG;꺾/VV,26,12,6,2.0,Hawkish
올레/NNG,346,303,38,7.973684210526316,Hawkish
이탈/NNG;추세/NNG,22,12,6,2.0,Hawkish
참을성/NNG,36,22,8,2.75,Hawkish
급속/NNG;경제/NNG;성장/NNG,15,10,2,5.0,Hawkish
당분간/MAG;인플레이션/NNG;압력/NNG,19,10,6,1.6666666666666667,Hawkish
인상/NNG;배제/NNG,20,9,6,1.5,Hawkish
긴급통화/NNG,24,8,4,2.0,Hawkish
금리/NNG;인상/NNG;경기/NNG;하락/NNG,18,12,4,3.0,Hawkish
대외/NNG;여건/NNG;우호적/VAX,22,8,6,1.3333333333333333,Hawkish
금리/NNG;일시적/VAX;상승/NNG,21,14,6,2.3333333333333335,Hawkish
예상/NNG;심각/NNG;않/VX,20,12,8,1.5,Hawkish
이중침체/NNG;우려/NNG;크/VV,26,13,8,1.625,Hawkish
잔해/NNG,41,21,9,2.3333333333333335,Hawkish
위원수/NNG,46,28,9,3.111111111111111,Hawkish
주단/NNG,32,29,2,14.5,Hawkish
불안/NNG;긴축/NNG,19,15,2,7.5,Hawkish
일내/NNG,34,22,7,3.142857142857143,Hawkish
굴러갈/VV,19,11,6,1.8333333333333333,Hawkish
부도/NNG;처리/NNG;유예/NNG,17,9,3,3.0,Hawkish
판매가격/NNG;둔화/NNG,16,6,4,1.5,Hawkish
담보대출/NNG;금리/NNG;오르/VV,16,9,6,1.5,Hawkish
수익성/NNG;증가/NNG,27,15,10,1.5,Hawkish
지나온/VV,18,9,4,2.25,Hawkish
매도가능증권/NNG,194,104,44,2.3636363636363638,Hawkish
전망/NNG;견조/NNG,34,21,6,3.5,Hawkish
대손비용/NNG;늘/VV,34,17,11,1.5454545454545454,Hawkish
구성비중/NNG,36,22,10,2.2,Hawkish
유동성/NNG;제한/NNG,41,21,11,1.9090909090909092,Hawkish
미술품/NNG,104,56,25,2.24,Hawkish
세계/NNG;경제/NNG;활력/NNG,15,11,1,11.0,Hawkish
해직/NNG,24,14,7,2.0,Hawkish
상황도/NNG,18,12,4,3.0,Hawkish
民心/NNG,17,11,5,2.2,Hawkish
던져준/VV,23,15,8,1.875,Hawkish
디지털화/NNG,36,17,8,2.125,Hawkish
가해왔/VV,17,8,5,1.6,Hawkish
정보전/NNG,17,11,5,2.2,Hawkish
레버리지/NNG;확대/NNG,38,23,10,2.3,Hawkish
거품/NNG;억제/NNG,43,22,13,1.6923076923076923,Hawkish
