up_count,down_count,ngram,total_count,polar_score,polarity
22,24, 지출/NNG;부담/NNG,46,1.331024940244313,Hawkish
10,9, 주택/NNG;건설/NNG;증가/NNG,19,1.6133635639325008,Hawkish
9,8, 저점/NNG;바닥/NNG,17,1.6335306084816572,Hawkish
9,10, 회복/NNG;개선/NNG,19,1.3068244867853258,Hawkish
20,12, 업황/NNG;둔화/NNG,32,2.420045345898751,Hawkish
29,24, 상회/NNG;상향/NNG,53,1.7545328757765946,Hawkish
27,30,한산/NNG,57,1.3068244867853256,Hawkish
9,10, 채권/NNG;감소/NNG,19,1.3068244867853258,Hawkish
16,17, 우려/NNG;금융시장/NNG;불안/NNG,33,1.3666138423898828,Hawkish
20,15, 으레/MAG,35,1.936036276719001,Hawkish
15,7, 전력공사/NNG,22,3.1114868732983947,Hawkish
129,42, 발행회사/NNG,171,4.459797851727699,Hawkish
12,13, 미발/NNG,25,1.3403328069593086,Hawkish
27,23, 수혜국/NNG,50,1.7045536784156423,Hawkish
101,81, 주가지수연동/NNG,182,1.8105524439686955,Hawkish
14,10, 국고채/NNG;금리/NNG;상승/NNG;확대/NNG,24,2.032838090554951,Hawkish
24,17, 손익분기/NNG,41,2.0499207635848244,Hawkish
37,37, 하단/NNG;내리/VV,74,1.4520272075392509,Hawkish
34,33, 분화/NNG,67,1.4960280320101373,Hawkish
22,14, 도제/NNG,36,2.2817570404188228,Hawkish
58,50, 발행주관사/NNG,108,1.684351560745531,Hawkish
14,4, 기술사/NNG,18,5.082095226387378,Hawkish
48,45, 후발주자/NNG,93,1.548829021375201,Hawkish
48,48, 사업권/NNG,96,1.4520272075392509,Hawkish
102,112, 앞날/NNG,214,1.3223819211518177,Hawkish
129,137, 아빠/NNG,266,1.3672372976099516,Hawkish
11,7, 민평/NNG;금리/NNG;상승/NNG,18,2.2817570404188228,Hawkish
13,14, 원화/NNG;강세/NNG;방어/NNG,27,1.3483109784293044,Hawkish
24,25, 수요예측/NNG;실패/NNG,49,1.393946119237681,Hawkish
